id,set,type,title,level,question_text,definition,sentence,opt1,opt2,opt3,opt4,correct_answer,explanation,example1,example2,example3,example4,usage1,tip
457,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 100",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
458,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 101",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
459,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 102",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
460,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 103",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
461,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 104",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
462,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 105",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
463,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 106",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
464,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 107",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
465,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 108",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
466,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 109",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
467,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 110",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
468,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 111",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
469,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 112",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
470,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 113",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
471,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 114",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
472,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 115",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
473,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 116",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
474,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 117",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
475,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 118",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
476,"Present Tenses: Simple vs Continuous",multiple_choice,"Simple Present Practice 119",Beginner,"Choose the correct form: She _____ to school every day.",,,go,goes,going,went,1,,,,,,,
477,"Present Tenses: Simple vs Continuous",multiple_choice,"Present Continuous Practice 120",Beginner,"Choose the correct form: I _____ (read) a book right now.",,,read,"am reading",reads,reading,1,,,,,,,
134,"Spanish Verbs: Present Tense",formula_table,"Modal Verb: will",Intermediate,,"future certainty, promise (100%)",,,,,,,,,,,,,
135,"Spanish Verbs: Present Tense",formula_table,"Modal Verb: would",Intermediate,,"polite offer, hypothetical, past habit",,,,,,,,,,,,,
136,"Spanish Verbs: Present Tense",formula_table,"Modal Verb: shall",Intermediate,,"suggestion, future (formal British)",,,,,,,,,,,,,
137,"Spanish Verbs: Present Tense",formula_table,"Modal Verb: ought to",Intermediate,,"advice (similar to should)",,,,,,,,,,,,,
138,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 11",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
139,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 12",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
140,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 13",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
141,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 14",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
142,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 15",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
143,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 16",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
144,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 17",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
145,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 18",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
146,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 19",Intermediate,"Choose the correct modal for 30% certainty: It _____ rain tomorrow.",,,will,must,should,could,5,,,,,,,
147,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 20",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
148,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 21",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
149,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 22",Intermediate,"Choose the correct modal for 30% certainty: It _____ rain tomorrow.",,,will,must,should,could,5,,,,,,,
150,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 23",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
151,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 24",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
152,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 25",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
153,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 26",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
154,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 27",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
155,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 28",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
156,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 29",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
157,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 30",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
158,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 31",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
159,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 32",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
160,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 33",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
161,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 34",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
162,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 35",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
163,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 36",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
164,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 37",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
165,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 38",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
166,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 39",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
167,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 40",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
168,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 41",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
169,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 42",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
170,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 43",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
171,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 44",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
172,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 45",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
173,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 46",Intermediate,"Choose the correct modal for 30% certainty: It _____ rain tomorrow.",,,will,must,should,could,5,,,,,,,
174,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 47",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
175,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 48",Intermediate,"Choose the correct modal for 30% certainty: It _____ rain tomorrow.",,,will,must,should,could,5,,,,,,,
176,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 49",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
177,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 50",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
178,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 51",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
179,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 52",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
180,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 53",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
181,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 54",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
182,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 55",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
183,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 56",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
184,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 57",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
185,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 58",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
186,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 59",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
187,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 60",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
188,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 61",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
189,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 62",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
190,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 63",Intermediate,"Choose the correct modal for 30% certainty: It _____ rain tomorrow.",,,will,must,should,could,5,,,,,,,
191,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 64",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
192,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 65",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
193,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 66",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
194,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 67",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
195,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 68",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
196,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 69",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
197,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 70",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
198,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 71",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
199,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 72",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
200,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 73",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
201,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 74",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
202,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 75",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
203,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 76",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
204,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 77",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
205,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 78",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
206,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 79",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
207,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 80",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
208,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 81",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
209,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 82",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
210,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 83",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
211,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 84",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
212,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 85",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
213,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 86",Intermediate,"Choose the correct modal for 30% certainty: It _____ rain tomorrow.",,,will,must,should,could,5,,,,,,,
214,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 87",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
215,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 88",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
216,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 89",Intermediate,"Choose the correct modal for 30% certainty: It _____ rain tomorrow.",,,will,must,should,could,5,,,,,,,
217,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 90",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
218,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 91",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
219,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 92",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
220,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 93",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
221,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 94",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
222,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 95",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
223,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 96",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
224,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 97",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
225,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 98",Intermediate,"Choose the correct modal for 30% certainty: It _____ rain tomorrow.",,,will,must,should,could,5,,,,,,,
226,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 99",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
227,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 100",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
228,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 101",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
229,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 102",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
230,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 103",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
231,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 104",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
232,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 105",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
233,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 106",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
234,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 107",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
235,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 108",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
236,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 109",Intermediate,"Choose the correct modal for 30% certainty: It _____ rain tomorrow.",,,will,must,should,could,5,,,,,,,
237,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 110",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
238,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 111",Intermediate,"Choose the correct modal for 50% certainty: It _____ rain tomorrow.",,,will,must,should,could,4,,,,,,,
239,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 112",Intermediate,"Choose the correct modal for 80% certainty: It _____ rain tomorrow.",,,will,must,should,could,2,,,,,,,
240,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 113",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
241,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 114",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
242,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 115",Intermediate,"Choose the correct modal for 100% certainty: It _____ rain tomorrow.",,,will,must,should,could,0,,,,,,,
243,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 116",Intermediate,"Choose the correct modal for 30% certainty: It _____ rain tomorrow.",,,will,must,should,could,5,,,,,,,
244,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 117",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
245,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 118",Intermediate,"Choose the correct modal for 95% certainty: It _____ rain tomorrow.",,,will,must,should,could,1,,,,,,,
246,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 119",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
247,"Spanish Verbs: Present Tense",multiple_choice,"Modal Probability 120",Intermediate,"Choose the correct modal for 60% certainty: It _____ rain tomorrow.",,,will,must,should,could,3,,,,,,,
478,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: know",Intermediate,,,,,,,,,,"I know the answer.",,,,,
479,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: believe",Intermediate,,,,,,,,,,"I believe you.",,,,,
480,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: understand",Intermediate,,,,,,,,,,"Do you understand?",,,,,
481,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: remember",Intermediate,,,,,,,,,,"I remember that day.",,,,,
482,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: like",Intermediate,,,,,,,,,,"She likes coffee.",,,,,
483,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: love",Intermediate,,,,,,,,,,"I love you.",,,,,
484,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: hate",Intermediate,,,,,,,,,,"He hates waiting.",,,,,
485,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: want",Intermediate,,,,,,,,,,"I want water.",,,,,
486,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: need",Intermediate,,,,,,,,,,"You need help.",,,,,
487,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: prefer",Intermediate,,,,,,,,,,"I prefer tea.",,,,,
488,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: see",Intermediate,,,,,,,,,,"I see a bird.",,,,,
489,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: hear",Intermediate,,,,,,,,,,"Can you hear that?",,,,,
490,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: smell",Intermediate,,,,,,,,,,"The flower smells nice.",,,,,
491,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: taste",Intermediate,,,,,,,,,,"The soup tastes good.",,,,,
492,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: feel",Intermediate,,,,,,,,,,"This fabric feels soft.",,,,,
493,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: have",Intermediate,,,,,,,,,,"She has a car.",,,,,
494,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: own",Intermediate,,,,,,,,,,"He owns a house.",,,,,
495,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: belong",Intermediate,,,,,,,,,,"This belongs to me.",,,,,
496,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: seem",Intermediate,,,,,,,,,,"You seem tired.",,,,,
497,"Stative Verbs & Special """"To Be""""",usage_cases,"Stative Verb: appear",Intermediate,,,,,,,,,,"He appears happy.",,,,,
498,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 21",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
499,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 22",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
500,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 23",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
501,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 24",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
502,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 25",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
503,"Stative Verbs & Special """"To Be""""",multiple_choice,"Stative vs Dynamic 26",Intermediate,"Choose the correct form: I _____ (think / am thinking) that you are right.",,,think,"am thinking",,,0,,,,,,,
