id,set,set_id,type,title,level,question_text,definition,sentence,opt1,opt2,opt3,opt4,correct_answer,explanation,example1,example2,example3,example4,usage1,tip
,Verbs - Present & Past Tenses,34,deep_dive,OBSERVE /obzêrv/ OBSERVAR,Intermediate,,To watch carefully \br regular \br observe; observed; observed \br /obzêrv/; /obzêrvd/; /obzêrvd/,,,,,,,,I observe birds. \br He observed the experiment. \br She has observed many changes.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,OBVIATE /óbviêit/ OBVIAR,Advanced,,To avoid or prevent something \br regular \br obviate; obviated; obviated \br /óbviêit/; /óbviêitid/; /óbviêitid/,,,,,,,,This solution obviates the need for surgery. \br He obviated conflict by apologizing. \br The new system has obviated delays.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,OCCUR /okêr/ OCORRER,Intermediate,,To happen or come to mind \br regular \br occur; occurred; occurred \br /okêr/; /okêrd/; /okêrd/,,,,,,,,Accidents occur frequently. \br The idea occurred to him. \br It has never occurred to me.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,OVERCOME /ovêrcãm/ SUPERAR,Intermediate,,To succeed over a problem \br irregular \br overcome; overcame; overcome \br /ovêrcãm/; /ovêrkêim/; /ovêrcãm/,,,,,,,,She overcomes fear. \br He overcame addiction. \br They have overcome many obstacles.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,PAINT /pêint/ PINTAR,Intermediate,,To apply color \br regular \br paint; painted; painted \br /pêint/; /pêintid/; /pêintid/,,,,,,,,I paint landscapes. \br He painted the house. \br She has painted for years.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,PERSIST /persíst/ PERSISTIR,Advanced,,To continue firmly despite difficulty \br regular \br persist; persisted; persisted \br /persíst/; /persístid/; /persístid/,,,,,,,,The pain persists. \br He persisted in his efforts. \br The fog has persisted all day.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,PERSUADE /persuêid/ PERSUADIR,Intermediate,,To convince someone to do something \br regular \br persuade; persuaded; persuaded \br /persuêid/; /persuêidid/; /persuêidid/,,,,,,,,I persuaded him to stay. \br She persuaded the board to approve. \br He has persuaded many voters.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,PRECEDE /prisíid/ PRECEDER,Advanced,,To come before something in time or order \br regular \br precede; preceded; preceded \br /prisíid/; /prisíidid/; /prisíidid/,,,,,,,,The appetizer precedes the main course. \br His reputation preceded him. \br A warning has preceded the storm.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,PRECIPITATE /prisípitêit/ PRECIPITAR,Advanced,,To cause something to happen suddenly \br regular \br precipitate; precipitated; precipitated \br /prisípitêit/; /prisípitêitid/; /prisípitêitid/,,,,,,,,The remark precipitated a crisis. \br The storm precipitated flooding. \br His resignation has precipitated chaos.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,PREVENT /privént/ PREVENIR,Intermediate,,To stop something from happening \br regular \br prevent; prevented; prevented \br /privént/; /privéntid/; /privéntid/,,,,,,,,Vaccines prevent diseases. \br He prevented an accident. \br She has prevented many conflicts.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,PROCRASTINATE /prokrástinêit/ PROCRASTINAR,Advanced,,To delay doing something that should be done \br regular \br procrastinate; procrastinated; procrastinated \br /prokrástinêit/; /prokrástinêitid/; /prokrástinêitid/,,,,,,,,I often procrastinate on homework. \br He procrastinated until the last minute. \br She has procrastinated long enough.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,PROMISE /prómis/ PROMETER,Intermediate,,To say you will do something \br regular \br promise; promised; promised \br /prómis/; /prómist/; /prómist/,,,,,,,,I promise to return. \br He promised a gift. \br She has promised to help.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,PROVE /prúv/ PROVAR,Intermediate,,To show that something is true \br irregular \br prove; proved; proved/proven \br /prúv/; /prúvd/; /prúvd/ or /prúven/,,,,,,,,Evidence proves guilt. \br He proved his point. \br The theory has been proven.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,RECANT /rikánt/ RETRATAR,Advanced,,To take back a statement \br regular \br recant; recanted; recanted \br /rikánt/; /rikántid/; /rikántid/,,,,,,,,The witness recanted his testimony. \br He recanted his confession. \br She has recanted her earlier claims.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,RECOGNIZE /rékognáiz/ RECONHECER,Intermediate,,To know someone or something from before \br regular \br recognize; recognized; recognized \br /rékognáiz/; /rékognáizd/; /rékognáizd/,,,,,,,,I recognize that face. \br She recognized the song immediately. \br He has been recognized as a leader.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,RECONCILE /rékonsáil/ RECONCILIAR,Advanced,,To restore friendly relations or make consistent \br regular \br reconcile; reconciled; reconciled \br /rékonsáil/; /rékonsáild/; /rékonsáild/,,,,,,,,They reconciled after the argument. \br He reconciled his beliefs with his actions. \br The accounts have been reconciled.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,REDUCE /ridiús/ REDUZIR,Intermediate,,To make smaller or less \br regular \br reduce; reduced; reduced \br /ridiús/; /ridiúst/; /ridiúst/,,,,,,,,We need to reduce waste. \br He reduced his spending. \br The pain has reduced significantly.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,REGRET /regrét/ ARREPENDER-SE,Intermediate,,To feel sorry about something \br regular \br regret; regretted; regretted \br /regrét/; /regrétid/; /regrétid/,,,,,,,,I regret my words. \br He regretted the decision. \br She has regretted it ever since.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,REJUVENATE /ridjúvenêit/ REJUVENES CER,Advanced,,To make someone feel young or energetic again \br regular \br rejuvenate; rejuvenated; rejuvenated \br /ridjúvenêit/; /ridjúvenêitid/; /ridjúvenêitid/,,,,,,,,A vacation rejuvenates me. \br The spa treatment rejuvenated her. \br The park has been rejuvenated.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,RELEASE /rilíis/ LANÇAR,Intermediate,,To set free or make available \br regular \br release; released; released \br /rilíis/; /rilíist/; /rilíist/,,,,,,,,The movie releases Friday. \br He released the bird. \br The prisoner has been released.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,RING /ríng/ TOCAR (sininho),Intermediate,,To make a bell sound or call \br irregular \br ring; rang; rung \br /ríng/; /rêng/; /rãng/,,,,,,,,The phone rings. \br He rang the bell. \br She has rung twice.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,RISE /ráiz/ SUBIR,Intermediate,,To go up \br irregular \br rise; rose; risen \br /ráiz/; /róuz/; /rízen/,,,,,,,,The sun rises at 6 AM. \br Prices rose sharply. \br The river has risen two meters.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SAIL /sêil/ NAVEGAR,Intermediate,,To travel on water by boat \br regular \br sail; sailed; sailed \br /sêil/; /sêild/; /sêild/,,,,,,,,Ships sail across the ocean. \br They sailed to the island. \br He has sailed around the world.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SCRUTINIZE /skrútenáiz/ ESCLARECER,Advanced,,To examine very carefully \br regular \br scrutinize; scrutinized; scrutinized \br /skrútenáiz/; /skrútenáizd/; /skrútenáizd/,,,,,,,,Auditors scrutinize every receipt. \br He scrutinized the contract. \br The proposal has been scrutinized.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SHAKE /shêik/ SACUDIR,Intermediate,,To move back and forth quickly \br irregular \br shake; shook; shaken \br /shêik/; /shúk/; /shêiken/,,,,,,,,I shake the bottle before use. \br He shook his head in disbelief. \br The earthquake has shaken the city.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SHOOT /shút/ ATIRAR,Intermediate,,To fire a gun or kick a ball towards goal \br irregular \br shoot; shot; shot \br /shút/; /shót/; /shót/,,,,,,,,I shoot at the target. \br He shot the ball into the net. \br The photographer has shot many weddings.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SINK /sínk/ AFUNDAR,Intermediate,,To go down below the surface \br irregular \br sink; sank; sunk \br /sínk/; /sêngk/; /sãnk/,,,,,,,,Rocks sink. \br The ship sank. \br The treasure has sunk.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SOUND /sáund/ SOAR,Intermediate,,To seem or make noise \br regular \br sound; sounded; sounded \br /sáund/; /sáundid/; /sáundid/,,,,,,,,That sounds good. \br The alarm sounded. \br The music has sounded strange.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SPELL /spél/ SOBRENATURAL,Intermediate,,To write or name letters of a word \br regular or irregular \br spell; spelled/spelt; spelled/spelt \br /spél/; /spéld/ or /spélt/; /spéld/ or /spélt/,,,,,,,,How do you spell your name? \br He spelled it wrong. \br She has spelt it correctly.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SPOIL /spóil/ ESTREGAR,Intermediate,,To ruin or make bad \br regular or irregular \br spoil; spoiled/spoilt; spoiled/spoilt \br /spóil/; /spóild/ or /spóilt/; /spóild/ or /spóilt/,,,,,,,,Don't spoil the surprise. \br He spoiled the ending. \br The milk has spoilt.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,STEAL /stíil/ ROUBAR,Intermediate,,To take without permission \br irregular \br steal; stole; stolen \br /stíil/; /stôul/; /stôulen/,,,,,,,,Thieves steal valuables. \br He stole a car. \br She has stolen my heart.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,STICK /stík/ COLAR,Intermediate,,To attach or become fixed \br irregular \br stick; stuck; stuck \br /stík/; /stãk/; /stãk/,,,,,,,,Glue sticks to paper. \br He stuck the poster on the wall. \br The key has stuck in the lock.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,STIPULATE /stípiulêit/ ESTIPULAR,Advanced,,To specify as a condition \br regular \br stipulate; stipulated; stipulated \br /stípiulêit/; /stípiulêitid/; /stípiulêitid/,,,,,,,,The contract stipulates payment within 30 days. \br He stipulated that he must be consulted. \br The rules have been stipulated clearly.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,STRIKE /stráik/ GREVE,Intermediate,,To hit or stop work protesting \br irregular \br strike; struck; struck/stricken \br /stráik/; /strãk/; /strãk/ or /stríken/,,,,,,,,Lightning strikes trees. \br He struck the table. \br The workers have struck for better pay.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SUBSTANTIATE /substánshieit/ COMPROVAR,Advanced,,To provide evidence to support a claim \br regular \br substantiate; substantiated; substantiated \br /substánshieit/; /substánshieitid/; /substánshieitid/,,,,,,,,Can you substantiate your accusation? \br He substantiated his theory with data. \br The results have been substantiated.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SUSTAIN /sostêin/ SUSTENTAR,Advanced,,To maintain or support over time \br regular \br sustain; sustained; sustained \br /sostêin/; /sostêind/; /sostêind/,,,,,,,,She sustained her attention for hours. \br The economy sustained growth. \br The injury has sustained damage to his knee.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,SWIM /suím/ NADAR,Intermediate,,To move through water \br irregular \br swim; swam; swum \br /suím/; /suêm/; /suãm/,,,,,,,,Fish swim. \br He swam across the lake. \br She has swum every day.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,TREAT /tríit/ TRATAR,Intermediate,,To behave towards someone or give medical care \br regular \br treat; treated; treated \br /tríit/; /tríitid/; /tríitid/,,,,,,,,Treat others with respect. \br He treated her badly. \br The doctor has treated many patients.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,TRUST /trãst/ CONFIAR,Intermediate,,To believe someone is honest \br regular \br trust; trusted; trusted \br /trãst/; /trãstid/; /trãstid/,,,,,,,,I trust my friends. \br She trusted him completely. \br He has never trusted anyone.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,UNDERGO /ander gôu/ SUBMETER-SE,Intermediate,,To experience something unpleasant \br irregular \br undergo; underwent; undergone \br /andergôu/; /anderuént/; /andergón/,,,,,,,,He undergoes surgery. \br She underwent chemotherapy. \br They have undergone huge changes.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,USURP /iuzêrp/ USURPAR,Advanced,,To take power illegally or by force \br regular \br usurp; usurped; usurped \br /iuzêrp/; /iuzêrpt/; /iuzêrpt/,,,,,,,,The general tried to usurp the throne. \br He usurped control of the company. \br Rights have been usurped by the regime.,,,,,
,Verbs - Present & Past Tenses,34,deep_dive,WITHDRAW /uidrôu/ RETIRAR,Intermediate,,To take money out of a bank or move back \br irregular \br withdraw; withdrew; withdrawn \br /uidrôu/; /uidrú/; /uidrón/,,,,,,,,I withdraw cash. \br He withdrew from the race. \br She has withdrawn her support.,,,,,
