set_id,title,pattern_type,level,question_text,content_data
13,"LOOK FORWARD TO - To Be Excited About",deep_dive,Intermediate,"CRITICAL RULE: After LOOK FORWARD TO, use NOUN or VERB-ING, never infinitive","{""bullets"":[""LOOK FORWARD TO = estar ansioso para / esperar com alegria"",""The 'TO' here is a PREPOSITION, not part of the infinitive"",""After a preposition, use a NOUN or VERB-ING (gerund)"",""❌ I look forward to SEE you (wrong - infinitive)"",""✅ I look forward to SEEING you (correct - -ING form)"",""✅ I look forward to THE WEEKEND (noun - correct)"",""Common mistake #1: using FOR instead of TO"",""❌ She looks forward FOR the party"",""✅ She looks forward TO the party"",""Common mistake #2: using infinitive after TO"",""❌ We look forward to MEET our new boss"",""✅ We look forward to MEETING our new boss"",""Common mistake #3: forgetting the -ING"",""❌ I look forward to see you"",""✅ I look forward to seeing you"",""MEMORIZE: TO + -ING with this phrasal verb! It's a fixed rule.""],""explanation"":""This is one of the most common mistakes at B1 level. In Portuguese, after 'para' you use the infinitive (para VER). In English, after this special 'to,' you use the -ING form. It feels wrong at first, but practice makes it natural. Say it every day: 'I look forward to meeting you!'""}"
14,"BECAUSE vs SO - Opposite Directions",formula_table,Intermediate,"BECAUSE introduces the reason, SO introduces the result","{""formula"":""BECAUSE = reason (porque) / SO = result (então/por isso)"",""affirmative"":""I'm tired because I worked late. / I worked late, so I'm tired."",""negative"":""I'm not happy because I failed. / I failed, so I'm not happy."",""question"":""Why are you tired? / Did you work late, so you're tired?"",""conjugations"":[{""person"":""BECAUSE (reason first or last)"",""aff"":""Result + because + reason"",""neg"":""Because + reason + , + result"",""ques"":""Why? (asks for reason)""},{""person"":""SO (result second)"",""aff"":""Reason + , so + result"",""neg"":""Reason + , so not + result"",""ques"":""Did X happen, so Y happened?""}]}"
14,"BECAUSE vs SO - Never Use Together",deep_dive,Intermediate,"Critical rule: NEVER use BECAUSE and SO in the same sentence","{""bullets"":[""English allows only ONE connector per cause-effect relationship"",""❌ Because I was tired, so I went to bed (DOUBLE CONNECTOR - WRONG)"",""✅ Because I was tired, I went to bed (reason first, result second)"",""✅ I was tired, so I went to bed (reason first, result second with SO)"",""✅ I went to bed because I was tired (result first, reason second)"",""Think of it like a bridge - you only need one bridge to cross the river!"",""The same rule applies to other cause-effect words:"",""❌ Since it was raining, therefore we stayed inside"",""✅ Since it was raining, we stayed inside"",""✅ It was raining, therefore we stayed inside"",""Portuguese often uses double connectors ('porque... então'), but English NEVER does.""],""explanation"":""This is a very common Portuguese-to-English interference error. In Portuguese, you can say 'Porque estava cansado, então fui dormir.' In English, you MUST choose ONE connector. Either use BECAUSE (no SO) or use SO (no BECAUSE). Never both!""}"
14,"THEREFORE and AS A RESULT - Formal Connectors",usage_cases,Intermediate,"More formal alternatives to SO for academic and business writing","{""usage1"":""THEREFORE (portanto, consequentemente) - logical conclusion"",""example1a"":""The company lost money. Therefore, it closed."",""example1b"":""She studied all night; therefore, she passed the exam."",""usage2"":""AS A RESULT (como resultado) - emphasizes consequence"",""example2a"":""The storm damaged the crops. As a result, prices rose."",""example2b"":""He didn't train; as a result, he lost the race."",""usage3"":""Punctuation rules for formal connectors"",""example3a"":""Use a period before: ... . Therefore, ..."",""example3b"":""Use a semicolon before: ... ; therefore, ..."",""teacher_note"":""In spoken English, SO is more natural. In academic essays, business reports, and formal presentations, use THEREFORE or AS A RESULT. They sound more professional and sophisticated.""}"
14,"WITHOUT + Noun/-ING - Expressing Negative Condition",usage_cases,Intermediate,"Use WITHOUT to say 'If X doesn't happen, Y is the result'","{""usage1"":""WITHOUT + noun (sem + substantivo)"",""example1a"":""Without water, plants die. = If there is no water, plants die."",""example1b"":""Without a visa, you cannot enter the country."",""usage2"":""WITHOUT + verb-ing (sem + verbo no gerúndio)"",""example2a"":""Without studying, you won't pass the exam."",""example2b"":""Without adding noise back, the image becomes blurry."",""usage3"":""WITHOUT is very common in technical explanations"",""example3a"":""Without proper conditioning, the AI ignores the prompt."",""example3b"":""Without subtracting the generic path, we can't isolate the idea."",""teacher_note"":""In Portuguese, you would say 'sem + substantivo' or 'sem + verbo no infinitivo' (sem estudar). In English, after WITHOUT, if you use a verb, it must be in the -ING form. 'Without to study' is wrong.""}"
14,"WHEN + Present Simple - Zero Conditional",formula_table,Intermediate,"Use WHEN + present simple to express general truths and automatic results","{""formula"":""When + present simple clause + , + present simple clause"",""affirmative"":""When you heat ice, it melts."",""negative"":""When you don't water plants, they die."",""question"":""What happens when you mix blue and yellow?"",""conjugations"":[{""person"":""Scientific fact"",""aff"":""When water reaches 100°C, it boils"",""neg"":""When you don't add yeast, bread doesn't rise"",""ques"":""What happens when...?""},{""person"":""System rule"",""aff"":""When you type a prompt, the AI creates an image"",""neg"":""When you don't condition properly, the model ignores you"",""ques"":""What does the system do when...?""},{""person"":""Habitual result"",""aff"":""When I'm tired, I drink coffee"",""neg"":""When I'm not hungry, I don't eat"",""ques"":""What do you do when...?""}]}"
14,"Zero Conditional - Never Use WILL",deep_dive,Intermediate,"Critical rule: Zero Conditional uses present simple in BOTH clauses","{""bullets"":[""Zero Conditional = If/When + present simple, present simple"",""It expresses things that are ALWAYS true (general truths, scientific facts, system rules)"",""❌ When you heat ice, it WILL melt (wrong - sounds like first conditional)"",""✅ When you heat ice, it melts (correct - always true)"",""❌ If you don't study, you WILL fail (first conditional - possible future)"",""✅ If you don't study, you fail (zero conditional - general truth about the system)"",""First conditional (possible future): If it rains tomorrow, I WILL stay home"",""Zero conditional (always true): If it rains, the ground GETS wet"",""Use Zero Conditional when the result is 100% certain and always happens"",""Use First Conditional (WILL) when the result is a future prediction (not guaranteed)""],""explanation"":""Don't use WILL in Zero Conditional! The present simple in both clauses shows that this is a general truth, not a future prediction. If you use WILL, you change the meaning to a possible future event (First Conditional).""}"
15,"Basic Sequence Markers - Ordering Steps",formula_table,Beginner,"Use these words to show the order of steps in a process","{""formula"":""First, ... Then, ... After that, ... Next, ... Finally,"",""affirmative"":""First, open the app. Then, type your prompt."",""negative"":""First, don't panic. Then, call for help."",""question"":""First, what do you do? Then what? Finally?"",""conjugations"":[{""person"":""Step 1"",""aff"":""First, you turn on the computer"",""neg"":""First, don't press any buttons"",""ques"":""What do you do first?""},{""person"":""Step 2"",""aff"":""Then, you open the browser"",""neg"":""Then, don't close the window"",""ques"":""What do you do then?""},{""person"":""Step 3"",""aff"":""After that, you type the URL"",""neg"":""After that, don't forget to save"",""ques"":""What happens after that?""},{""person"":""Step 4"",""aff"":""Next, you press enter"",""neg"":""Next, don't click the wrong link"",""ques"":""What's next?""},{""person"":""Final step"",""aff"":""Finally, you wait for the page to load"",""neg"":""Finally, don't close too early"",""ques"":""What happens finally?""}]}"
15,"Time Clauses - BEFORE and AFTER",formula_table,Intermediate,"Use BEFORE and AFTER to show which action happens first","{""formula"":""BEFORE = later action comes second / AFTER = earlier action comes first"",""affirmative"":""Eat before you go. / After eating, wash your hands."",""negative"":""Don't call before 9 AM. / Don't text after 10 PM."",""question"":""What should I do before leaving? / What happens after that?"",""conjugations"":[{""person"":""BEFORE (action after BEFORE happens LATER)"",""aff"":""Finish homework BEFORE you watch TV"",""neg"":""Don't leave BEFORE I arrive"",""ques"":""What comes BEFORE the final step?""},{""person"":""AFTER (action after AFTER happens EARLIER)"",""aff"":""AFTER you finish, call me"",""neg"":""Don't worry AFTER it's done"",""ques"":""What happens AFTER the first step?""},{""person"":""WITH -ING (same subject)"",""aff"":""Before leaving, turn off lights"",""neg"":""Without finishing, you can't leave"",""ques"":""Before starting, what should I know?""}]}"
15,"Time Clauses - WHILE, AS, and DURING",usage_cases,Intermediate,"Use WHILE/AS for simultaneous actions, DURING for nouns","{""usage1"":""WHILE + clause (two actions happening at the same time)"",""example1a"":""While I was cooking, he was cleaning."",""example1b"":""While the model runs, the temperature increases."",""usage2"":""AS (similar to WHILE, often with continuous change)"",""example2a"":""As the sun set, the temperature dropped."",""example2b"":""As time passes, we learn more."",""usage3"":""DURING + NOUN (NOT a clause - cannot have a verb)"",""example3a"":""During the movie, I fell asleep. (NOT: During I watched)"",""example3b"":""During training, the AI sees millions of images."",""CRITICAL RULE: DURING + NOUN / WHILE + CLAUSE"",""❌ During I was working (WRONG - clause after DURING)"",""✅ While I was working (CORRECT)"",""✅ During work (CORRECT - noun)""}"
16,"Born in the USA - The Misunderstood Anthem",deep_dive,Advanced,"Why Springsteen's song is actually a protest against the Vietnam War","{""bullets"":[""The song was originally titled 'Vietnam'"",""Inspired by Ron Kovic, a paralyzed Vietnam War veteran"",""The CHORUS sounds patriotic, but the VERSES tell a tragic story"",""Lyrics describe: working-class poverty, conscription, dehumanization of the enemy, broken homecoming, bureaucratic rejection, psychological limbo"",""Conservative politicians (including Reagan) co-opted the song - Springsteen rejected this publicly"",""The famous drum sound was created by ACCIDENT (broken reverb plate)"",""True patriotism = holding your country accountable, not blind loyalty""],""explanation"":""This song teaches that you can be fiercely critical of your country's failures while simultaneously being proud of its core ideals. Springsteen's model of 'accountable patriotism' offers a framework for critical citizenship that remains relevant today.""}"
16,"Learning to Fly - Pink Floyd's Metaphor for Fear",deep_dive,Advanced,"How David Gilmour used flying lessons as a metaphor for leading the band after Roger Waters left","{""bullets"":[""Context: 1985, Roger Waters left and declared Pink Floyd 'dead'"",""Waters sued to stop them from using the name - 2 years of legal battles"",""Gilmour (quiet guitarist) became unexpected leader - terrified of flying"",""Took flying lessons to confront his fear - became perfect metaphor"",""Song structure mirrors overcoming fear: slow, uncertain verses → open, rising chorus"",""Key line: 'Tongue-tied and twisted, just an earthbound misfit' - honest confession of feeling inadequate"",""'Ice is forming on my wings' = accumulating pressure (critics, legal battles, self-doubt)"",""'No navigator to find my way home' = no Roger Waters to guide him"",""Lesson: You don't need to be ready to begin. You just need to be determined to try.""],""explanation"":""The song is not about aviation - it's about courage. Gilmour teaches that you don't need to be a natural leader to lead. You only need to be determined to try - even when ice is forming on your wings.""}"
16,"Presentation Skills - Opening and Welcoming",usage_cases,Intermediate,"Essential phrases to start a presentation professionally","{""usage1"":""Formal openings"",""example1a"":""Good morning/afternoon everyone and welcome."",""example1b"":""First, let me thank you all for being here today."",""usage2"":""Warm openings"",""example2a"":""It's a pleasure to see you all today."",""example2b"":""Thank you for being here. / Thank you for coming."",""teacher_note"":""In Portuguese, we say 'Gostaria de agradecer a presença de todos.' In English, avoid 'thank for the presence' - use 'thank you for being here' instead. The natural structures are different!""}"
16,"Presentation Skills - The Hook",usage_cases,Intermediate,"Techniques to grab audience attention in the first 30 seconds","{""usage1"":""The Question Hook"",""example1a"":""To begin, I'd like to pose a question..."",""example1b"":""How many of you have ever...?"",""usage2"":""The Visual/Poll Hook"",""example2a"":""Quick show of hands, how many of you have ever...?"",""example2b"":""Show of hands means asking people to raise their hands to vote"",""usage3"":""The Surprising Fact Hook"",""example3a"":""Did you know that...?"",""example3b"":""What if I told you that...?"",""teacher_note"":""A 'hook' (gancho) is a technique to capture curiosity. The first few seconds are critical - don't waste them on boring introductions!""}"
16,"Presentation Skills - Value Proposition and Roadmap",usage_cases,Intermediate,"Explain WHY they should listen and WHAT you will cover","{""usage1"":""Value Proposition (The 'Why')"",""example1a"":""Today I'm going to show you..."",""example1b"":""By the end of my talk, you'll know how to..."",""usage2"":""The Roadmap (The Structure)"",""example2a"":""In this presentation, I'll focus on three main points..."",""example2b"":""We'll start with X, move on to Y, and finally wrap up with Z."",""usage3"":""Phrasal Verb Alert - WRAP UP"",""example3a"":""To wrap up = to finish or conclude (finalizar)"",""example3b"":""'Wrap up' is very common in business English."",""teacher_note"":""Always tell your audience the benefit of listening (value proposition) and give them a mental map (roadmap). This helps them follow your logic.""}"
16,"Presentation Skills - Transitions and Q&A",usage_cases,Intermediate,"Move smoothly between topics and handle questions professionally","{""usage1"":""Transitions (The Bridge)"",""example1a"":""Moving on to..."",""example1b"":""I'd like to switch gears now and talk about..."",""example1c"":""That brings us to my final point."",""usage2"":""Idiom Study - SWITCH GEARS"",""example2a"":""'Switch gears' comes from driving a car. It means to change subject or pace."",""example2b"":""In Portuguese: 'Mudar de assunto' or 'Passar para o próximo tópico.'"",""usage3"":""Handling Q&A"",""example3a"":""I'd now be happy to answer any questions."",""example3b"":""That's a great question. Let me think about that for a second."",""example3c"":""I'll need to check on that and I'll follow up with you later."",""teacher_note"":""'Follow up' = dar um retorno posterior. Very professional way to say you'll provide information later.""}"
16,"Presentation Skills - Closing and Thank You",usage_cases,Intermediate,"End your presentation on a positive, professional note","{""usage1"":""Signal the end clearly"",""example1a"":""That brings us to the end of my presentation."",""example1b"":""That concludes my talk for today."",""usage2"":""Thank your audience"",""example2a"":""Thank you for your attention and participation today."",""example2b"":""Many thanks for your time and interest."",""usage3"":""Express appreciation"",""example3a"":""It's been a pleasure being here with you today."",""example3b"":""I look forward to your questions."",""teacher_note"":""Always leave your audience with a positive impression. A sincere thank you goes a long way. Never just stop speaking - signal clearly that you're finished.""}"
16,"Presentation Skills - Key Vocabulary for A2-B1",usage_cases,Intermediate,"Essential vocabulary for successful presentations","{""usage1"":""HOOK - an attention-grabbing opening (gancho)"",""example1a"":""A good hook makes people want to listen."",""usage2"":""SHOW OF HANDS - asking for a physical vote by raising hands"",""example2a"":""'Quick show of hands, who agrees?'"",""usage3"":""TALK - a common synonym for 'presentation' in business"",""example3a"":""'Thank you for listening to my talk.'"",""usage4"":""WRAP UP - to finish or summarize a section (finalizar)"",""example4a"":""'Let me wrap up with three key points.'"",""usage5"":""SWITCH GEARS - to change the topic or direction (mudar de assunto)"",""example5a"":""'I'd like to switch gears now and discuss...'"",""usage6"":""OPEN THE FLOOR - to allow the audience to ask questions"",""example6a"":""'I'll now open the floor for questions.'"",""usage7"":""FOLLOW UP - to contact someone later with more information (dar retorno)"",""example7a"":""'I'll follow up with you by email.'""}"
